Values below show absolute/relative times spend per server step by the instrumented function.
A total of 1017 samples were taken


 instrumentation                                         |    min µs |    max µs |    avg µs | min % | max % | avg %
 mob_horse:                                              |         5 |      3696 |        38 |   0.0 |  12.4 |   0.1
  - ABM 'mob_horse:horse spawning' ....................  |       109 |       109 |       109 |   0.1 |   0.1 |   0.1
  - on_step[1] ........................................  |         5 |      3696 |        37 |   0.0 |  12.4 |   0.1
 xp_redo_ranks_ores:                                     |        29 |      5336 |        80 |   0.0 |   8.0 |   0.3
  - on_step[21] .......................................  |         1 |       312 |         4 |   0.0 |   3.2 |   0.0
  - on_step[39] .......................................  |         2 |       354 |         5 |   0.0 |   2.7 |   0.0
  - on_step[22] .......................................  |         1 |       160 |         4 |   0.0 |   0.9 |   0.0
  - on_step[41] .......................................  |         5 |       562 |        14 |   0.0 |   1.0 |   0.1
  - on_step[40] .......................................  |         1 |       115 |         4 |   0.0 |   0.6 |   0.0
  - on_step[42] .......................................  |         1 |       209 |         5 |   0.0 |   0.6 |   0.0
  - on_step[36] .......................................  |         1 |       359 |         4 |   0.0 |   1.2 |   0.0
  - on_step[1] ........................................  |         6 |      5292 |        25 |   0.0 |   7.7 |   0.1
  - on_step[18] .......................................  |         1 |      2360 |         7 |   0.0 |   2.0 |   0.0
  - on_step[28] .......................................  |         1 |       111 |         4 |   0.0 |   0.5 |   0.0
 datastorage:                                            |         0 |         8 |         0 |   0.0 |   0.0 |   0.0
  - on_leaveplayer[1] .................................  |         8 |         8 |         8 |   0.0 |   0.0 |   0.0
 farming:                                                |         0 |     15044 |        95 |   0.0 |  13.2 |   0.1
  - ABM[2] ............................................  |        25 |     15044 |      2693 |   0.0 |  13.2 |   2.1
  - ABM[1] ............................................  |        21 |       164 |        89 |   0.0 |   0.1 |   0.0
 bow:                                                    |       108 |     10678 |       363 |   0.0 |  22.4 |   1.4
  - globalstep[1] .....................................  |       108 |     10678 |       363 |   0.0 |  22.4 |   1.4
 ontime_clocks:                                          |         0 |      3092 |         5 |   0.0 |   3.1 |   0.0
  - on_activate[1] ....................................  |        61 |        61 |        61 |   0.0 |   0.0 |   0.0
  - ABM[1] ............................................  |        44 |      3092 |       220 |   0.0 |   3.1 |   0.2
  - get_staticdata[1] .................................  |        37 |        51 |        44 |   0.0 |   0.1 |   0.0
  - ABM[4] ............................................  |       128 |       128 |       128 |   0.1 |   0.1 |   0.1
 currency:                                               |         0 |        87 |         0 |   0.0 |   0.2 |   0.0
  - on_player_receive_fields[1] .......................  |         1 |        87 |         3 |   0.0 |   0.2 |   0.0
 biome_lib:                                              |         0 |       334 |         4 |   0.0 |   1.7 |   0.0
  - globalstep[1] .....................................  |         1 |       334 |         4 |   0.0 |   1.7 |   0.0
 digtron:                                                |         0 |        13 |         0 |   0.0 |   0.1 |   0.0
  - on_player_receive_fields[3] .......................  |         1 |         6 |         2 |   0.0 |   0.0 |   0.0
  - on_player_receive_fields[2] .......................  |         1 |         3 |         1 |   0.0 |   0.0 |   0.0
  - on_player_receive_fields[1] .......................  |         1 |         4 |         1 |   0.0 |   0.0 |   0.0
 unifieddyes:                                            |         0 |       230 |         1 |   0.0 |   1.6 |   0.0
  - on_placenode[1] ...................................  |         2 |       107 |         5 |   0.0 |   0.4 |   0.0
  - on_player_receive_fields[1] .......................  |         1 |       228 |         8 |   0.0 |   1.6 |   0.1
 xban2:                                                  |         0 |     15556 |        70 |   0.0 |  60.7 |   0.3
  - on_player_receive_fields[1] .......................  |         1 |         3 |         1 |   0.0 |   0.0 |   0.0
  - on_prejoinplayer[1] ...............................  |      5836 |     15556 |      8531 |  11.4 |  60.7 |  31.3
 woodcutting:                                            |         0 |        17 |         0 |   0.0 |   0.1 |   0.0
  - on_dignode[1] .....................................  |         3 |        17 |         6 |   0.0 |   0.1 |   0.0
  - on_dieplayer[1] ...................................  |         3 |         3 |         3 |   0.0 |   0.0 |   0.0
 guest_blocker:                                          |         0 |       462 |         1 |   0.0 |   2.0 |   0.0
  - on_prejoinplayer[1] ...............................  |        90 |       462 |       211 |   0.2 |   2.0 |   0.8
 pandorabox_custom:                                      |         1 |       200 |         4 |   0.0 |   0.3 |   0.0
  - globalstep[1] .....................................  |         1 |       200 |         4 |   0.0 |   0.3 |   0.0
  - on_dieplayer[1] ...................................  |        59 |        59 |        59 |   0.2 |   0.2 |   0.2
 serverstats:                                            |         1 |      2766 |        15 |   0.0 |   3.7 |   0.1
  - globalstep[1] .....................................  |         1 |      2764 |         5 |   0.0 |   3.7 |   0.0
  - on_dignode[1] .....................................  |         1 |        71 |         6 |   0.0 |   0.2 |   0.0
  - on_placenode[1] ...................................  |         1 |        73 |         2 |   0.0 |   0.7 |   0.0
  - on_player_receive_fields[1] .......................  |         1 |         3 |         1 |   0.0 |   0.0 |   0.0
  - on_craft[1] .......................................  |         2 |       292 |        17 |   0.0 |   0.8 |   0.1
  - globalstep[2] .....................................  |         1 |       848 |         8 |   0.0 |   2.6 |   0.0
 advtrains_line_automation:                              |         0 |       120 |         0 |   0.0 |   0.6 |   0.0
  - on_player_receive_fields[1] .......................  |         3 |       120 |        12 |   0.0 |   0.6 |   0.1
 jails:                                                  |         1 |    128201 |       129 |   0.0 |  93.9 |   0.1
  - globalstep[1] .....................................  |         1 |       138 |         3 |   0.0 |   1.1 |   0.0
  - on_respawnplayer[1] ...............................  |         3 |         3 |         3 |   0.0 |   0.0 |   0.0
  - /jail .............................................  |    128199 |    128199 |    128199 |  93.9 |  93.9 |  93.9
 sethome:                                                |         0 |        52 |         0 |   0.0 |   0.3 |   0.0
  - /home .............................................  |        52 |        52 |        52 |   0.3 |   0.3 |   0.3
 anvil:                                                  |         0 |        71 |         0 |   0.0 |   0.1 |   0.0
  - LBM 'anvil:anvil_item_restoration' ................  |        48 |        71 |        59 |   0.1 |   0.1 |   0.1
 3d_armor_stand:                                         |         0 |       773 |         5 |   0.0 |   1.0 |   0.0
  - on_activate[1] ....................................  |        95 |       321 |       165 |   0.1 |   0.4 |   0.2
  - ABM[1] ............................................  |         8 |       773 |       195 |   0.0 |   0.7 |   0.2
 beerchat:                                               |         0 |      1371 |         4 |   0.0 |   6.0 |   0.0
  - on_chat_message[2] ................................  |         3 |       416 |       140 |   0.0 |   0.4 |   0.1
  - on_chat_message[3] ................................  |         1 |         1 |         1 |   0.0 |   0.0 |   0.0
  - /msg ..............................................  |        83 |        83 |        83 |   0.4 |   0.4 |   0.4
  - on_chat_message[1] ................................  |        52 |       587 |       217 |   0.1 |   3.1 |   1.0
  - on_chat_message[4] ................................  |       171 |      1223 |       697 |   1.8 |   5.3 |   3.5
  - on_leaveplayer[1] .................................  |         3 |         3 |         3 |   0.0 |   0.0 |   0.0
 mesecons_solarpanel:                                    |         0 |       112 |         0 |   0.0 |   0.2 |   0.0
  - ABM[2] ............................................  |       108 |       108 |       108 |   0.2 |   0.2 |   0.2
  - ABM[1] ............................................  |         2 |        10 |         4 |   0.0 |   0.0 |   0.0
 itemframes:                                             |         0 |       270 |         1 |   0.0 |   0.3 |   0.0
  - get_staticdata[1] .................................  |         2 |       245 |        29 |   0.0 |   0.3 |   0.0
  - LBM 'Maintain itemframe and pedestal entities' ....  |         5 |        25 |        12 |   0.0 |   0.0 |   0.0
  - on_activate[1] ....................................  |        63 |       236 |       159 |   0.0 |   0.2 |   0.1
 display_api:                                            |         0 |      4486 |        27 |   0.0 |   4.8 |   0.0
  - LBM 'Update display_api entities' .................  |       121 |      4486 |      1126 |   0.1 |   4.8 |   1.0
 digilines:                                              |         0 |       317 |         0 |   0.0 |   0.7 |   0.0
  - on_placenode[1] ...................................  |         1 |       101 |         3 |   0.0 |   0.7 |   0.0
  - on_activate[1] ....................................  |       317 |       317 |       317 |   0.1 |   0.1 |   0.1
  - on_dignode[1] .....................................  |         1 |         8 |         2 |   0.0 |   0.1 |   0.0
 beacon:                                                 |         0 |     17902 |       304 |   0.0 |  24.6 |   0.3
  - ABM[7] ............................................  |       173 |       275 |       224 |   0.2 |   0.2 |   0.2
  - LBM 'Beacon without base cleanup for red' .........  |         4 |         8 |         6 |   0.0 |   0.0 |   0.0
  - ABM[4] ............................................  |         3 |       100 |        14 |   0.0 |   0.1 |   0.0
  - ABM[1] ............................................  |       158 |       205 |       181 |   0.1 |   0.2 |   0.2
  - LBM 'Beacon without base cleanup for green' .......  |         2 |        70 |        11 |   0.0 |   0.1 |   0.0
  - LBM 'Beacon without base cleanup for purple' ......  |         3 |         3 |         3 |   0.0 |   0.0 |   0.0
  - ABM[2] ............................................  |         9 |        32 |        20 |   0.0 |   0.0 |   0.0
  - ABM[8] ............................................  |         4 |        26 |        15 |   0.0 |   0.0 |   0.0
  - ABM[6] ............................................  |        34 |      3371 |       543 |   0.0 |   2.5 |   0.4
  - LBM 'Beacon without base cleanup for blue' ........  |         3 |         3 |         3 |   0.0 |   0.0 |   0.0
  - ABM[3] ............................................  |        78 |       429 |       183 |   0.0 |   0.4 |   0.2
  - ABM[5] ............................................  |       404 |     17676 |      1959 |   0.3 |  23.7 |   1.8
 signs:                                                  |         0 |         5 |         0 |   0.0 |   0.0 |   0.0
  - on_player_receive_fields[1] .......................  |         1 |         5 |         2 |   0.0 |   0.0 |   0.0
 homedecor:                                              |         0 |     10523 |       203 |   0.0 |   5.6 |   0.2
  - on_placenode[1] ...................................  |         2 |       465 |        11 |   0.0 |   0.9 |   0.0
  - ABM 'sfx' .........................................  |       361 |      6120 |      1421 |   0.2 |   2.6 |   1.0
  - on_player_receive_fields[1] .......................  |         1 |         3 |         1 |   0.0 |   0.0 |   0.0
  - ABM 'furnaces' ....................................  |       300 |      7644 |       973 |   0.1 |   3.2 |   0.8
 stamina:                                                |         1 |     10702 |        99 |   0.0 |  28.9 |   0.3
  - globalstep[1] .....................................  |         1 |     10694 |        93 |   0.0 |  28.9 |   0.3
  - on_respawnplayer[1] ...............................  |        15 |        15 |        15 |   0.0 |   0.0 |   0.0
  - on_dignode[1] .....................................  |         2 |        39 |        13 |   0.0 |   0.2 |   0.1
  - on_placenode[1] ...................................  |         6 |       263 |        21 |   0.0 |   1.5 |   0.1
  - on_craft[1] .......................................  |         7 |       703 |        52 |   0.0 |   1.7 |   0.2
 areas:                                                  |       149 |     20993 |       490 |   0.1 |  30.8 |   2.0
  - globalstep[1] .....................................  |       149 |     20993 |       489 |   0.1 |  30.8 |   2.0
  - on_protection_violation[1] ........................  |        13 |        59 |        41 |   0.1 |   0.3 |   0.2
  - on_leaveplayer[1] .................................  |         2 |         2 |         2 |   0.0 |   0.0 |   0.0
  - on_punchnode[1] ...................................  |         2 |        90 |         6 |   0.0 |   0.3 |   0.0
 unified_inventory_plus:                                 |         0 |      3563 |         3 |   0.0 |  25.6 |   0.0
  - on_player_receive_fields[1] .......................  |         1 |      3557 |       103 |   0.0 |  25.5 |   0.7
  - on_player_receive_fields[2] .......................  |         1 |         6 |         2 |   0.0 |   0.0 |   0.0
 skybox:                                                 |         0 |    236055 |      4997 |   0.0 |  93.8 |   3.8
  - globalstep[1] .....................................  |         1 |    236055 |      5344 |   0.0 |  93.8 |   4.0
  - on_respawnplayer[1] ...............................  |         6 |         6 |         6 |   0.0 |   0.0 |   0.0
  - on_leaveplayer[1] .................................  |         2 |         2 |         2 |   0.0 |   0.0 |   0.0
 mobs_animal:                                            |        20 |     13717 |       195 |   0.0 |  22.4 |   0.6
  - ABM 'mobs_animal:kitten spawning' .................  |        99 |        99 |        99 |   0.0 |   0.0 |   0.0
  - on_step[21] .......................................  |         4 |       720 |        40 |   0.0 |   5.2 |   0.2
  - on_step[23] .......................................  |        11 |     13530 |        85 |   0.0 |  11.3 |   0.3
  - get_staticdata[1] .................................  |         6 |         6 |         6 |   0.0 |   0.0 |   0.0
  - on_punch[3] .......................................  |       584 |      4423 |      2375 |   2.1 |  22.2 |   9.2
  - get_staticdata[3] .................................  |         7 |       106 |        56 |   0.0 |   0.1 |   0.0
  - get_staticdata[22] ................................  |       191 |       302 |       246 |   0.1 |   0.4 |   0.2
  - ABM 'mobs_animal:bunny spawning' ..................  |        87 |       102 |        94 |   0.1 |   0.1 |   0.1
  - on_step[1] ........................................  |         4 |      7625 |        61 |   0.0 |   3.6 |   0.1
  - on_activate[44] ...................................  |       100 |       100 |       100 |   0.0 |   0.0 |   0.0
  - get_staticdata[17] ................................  |         9 |       225 |       137 |   0.0 |   0.2 |   0.1
  - ABM 'mobs_animal:bee spawning' ....................  |       102 |       102 |       102 |   0.1 |   0.1 |   0.1
  - on_step[18] .......................................  |         6 |      7901 |        79 |   0.0 |  21.4 |   0.2
  - on_activate[40] ...................................  |        35 |        35 |        35 |   0.0 |   0.0 |   0.0
  - ABM[1] ............................................  |         2 |        11 |         5 |   0.0 |   0.0 |   0.0
  - ABM 'mobs_animal:penguin spawning' ................  |       133 |       133 |       133 |   0.1 |   0.1 |   0.1
  - on_activate[33] ...................................  |       539 |       539 |       539 |   0.6 |   0.6 |   0.6
  - on_activate[5] ....................................  |        42 |        42 |        42 |   0.0 |   0.0 |   0.0
  - ABM 'mobs_animal:sheep_white spawning' ............  |        88 |       123 |       108 |   0.1 |   0.1 |   0.1
  - on_step[4] ........................................  |         9 |       574 |        47 |   0.0 |   1.1 |   0.1
  - ABM 'mobs_animal:rat spawning' ....................  |         5 |       222 |       102 |   0.0 |   0.3 |   0.1
  - ABM 'mobs_animal:cow spawning' ....................  |        73 |       294 |       183 |   0.1 |   0.2 |   0.1
  - get_staticdata[20] ................................  |         6 |       120 |        63 |   0.0 |   0.1 |   0.1
  - ABM 'mobs_animal:chicken spawning' ................  |        66 |        76 |        71 |   0.1 |   0.1 |   0.1
  - on_step[3] ........................................  |         4 |      1970 |        44 |   0.0 |  10.3 |   0.2
 sfinv:                                                  |         0 |         4 |         0 |   0.0 |   0.0 |   0.0
  - on_player_receive_fields[1] .......................  |         1 |         4 |         1 |   0.0 |   0.0 |   0.0
  - on_leaveplayer[1] .................................  |         3 |         3 |         3 |   0.0 |   0.0 |   0.0
 banners:                                                |         0 |        26 |         0 |   0.0 |   0.1 |   0.0
  - on_player_receive_fields[1] .......................  |         1 |        26 |         3 |   0.0 |   0.1 |   0.0
 smartrenting:                                           |         0 |         3 |         0 |   0.0 |   0.0 |   0.0
  - on_player_receive_fields[1] .......................  |         1 |         3 |         1 |   0.0 |   0.0 |   0.0
 locator:                                                |         0 |     20232 |       460 |   0.0 |  13.7 |   0.4
  - globalstep[1] .....................................  |         1 |     20232 |       475 |   0.0 |  13.7 |   0.4
 travelnet:                                              |         0 |         3 |         0 |   0.0 |   0.0 |   0.0
  - on_player_receive_fields[1] .......................  |         1 |         3 |         1 |   0.0 |   0.0 |   0.0
 skinsdb:                                                |         0 |      4622 |        10 |   0.0 |   9.5 |   0.0
  - on_leaveplayer[1] .................................  |         3 |         3 |         3 |   0.0 |   0.0 |   0.0
  - on_player_receive_fields[2] .......................  |         1 |      4559 |       278 |   0.0 |   9.5 |   0.8
  - on_player_receive_fields[1] .......................  |         1 |        63 |         3 |   0.0 |   0.1 |   0.0
 telemosaic:                                             |        83 |     15329 |       368 |   0.1 |  29.2 |   1.3
  - globalstep[1] .....................................  |        83 |     15329 |       368 |   0.1 |  29.2 |   1.3
 protector:                                              |         0 |      9857 |        77 |   0.0 |  26.1 |   0.2
  - globalstep[1] .....................................  |         1 |      9857 |        77 |   0.0 |  26.1 |   0.2
  - on_player_receive_fields[2] .......................  |         1 |        41 |         4 |   0.0 |   0.2 |   0.0
  - ABM[1] ............................................  |         2 |       535 |       124 |   0.0 |   1.1 |   0.1
  - on_player_receive_fields[1] .......................  |         1 |        19 |         2 |   0.0 |   0.1 |   0.0
  - on_leaveplayer[1] .................................  |         2 |         2 |         2 |   0.0 |   0.0 |   0.0
 elevator:                                               |         0 |      6524 |        41 |   0.0 |  26.3 |   0.1
  - globalstep[1] .....................................  |         1 |      6524 |        34 |   0.0 |  26.3 |   0.1
  - on_leaveplayer[1] .................................  |        18 |        18 |        18 |   0.0 |   0.0 |   0.0
  - ABM 'Elevator (Off)' ..............................  |         5 |        81 |         8 |   0.0 |   0.1 |   0.0
  - ABM 'Elevator (On)' ...............................  |        11 |       485 |        52 |   0.0 |   0.7 |   0.0
  - on_player_receive_fields[1] .......................  |         1 |       128 |         4 |   0.0 |   0.8 |   0.0
 advtrains_itrainmap:                                    |         0 |         4 |         0 |   0.0 |   0.0 |   0.0
  - on_player_receive_fields[1] .......................  |         1 |         4 |         1 |   0.0 |   0.0 |   0.0
 font_api:                                               |         0 |       743 |         1 |   0.0 |   1.1 |   0.0
  - on_leaveplayer[1] .................................  |       743 |       743 |       743 |   1.1 |   1.1 |   1.1
  - on_player_receive_fields[2] .......................  |         1 |        25 |         4 |   0.0 |   0.1 |   0.0
  - on_player_receive_fields[1] .......................  |         1 |        18 |         3 |   0.0 |   0.1 |   0.0
 advtrains_interlocking:                                 |         0 |       578 |         7 |   0.0 |   2.7 |   0.0
  - on_punchnode[1] ...................................  |         9 |       375 |        34 |   0.0 |   1.3 |   0.2
  - on_player_receive_fields[2] .......................  |         5 |        69 |        15 |   0.0 |   0.3 |   0.1
  - on_punchnode[3] ...................................  |         5 |        85 |        17 |   0.0 |   0.5 |   0.1
  - on_player_receive_fields[9] .......................  |         6 |        60 |        15 |   0.0 |   0.3 |   0.1
  - on_player_receive_fields[7] .......................  |         4 |        81 |        16 |   0.0 |   0.3 |   0.1
  - on_player_receive_fields[8] .......................  |         5 |       395 |        25 |   0.0 |   2.1 |   0.1
  - on_player_receive_fields[5] .......................  |         4 |        56 |        12 |   0.0 |   0.2 |   0.0
  - on_player_receive_fields[3] .......................  |         1 |        50 |         3 |   0.0 |   0.1 |   0.0
  - on_player_receive_fields[4] .......................  |         1 |         8 |         2 |   0.0 |   0.0 |   0.0
  - on_player_receive_fields[6] .......................  |         4 |        25 |         8 |   0.0 |   0.2 |   0.0
  - on_player_receive_fields[1] .......................  |         1 |        18 |         2 |   0.0 |   0.0 |   0.0
  - on_punchnode[2] ...................................  |         5 |       106 |        21 |   0.0 |   0.7 |   0.1
 mobs:                                                   |         0 |        71 |         0 |   0.0 |   0.1 |   0.0
  - on_leaveplayer[1] .................................  |         4 |         4 |         4 |   0.0 |   0.0 |   0.0
  - on_dieplayer[1] ...................................  |        15 |        15 |        15 |   0.1 |   0.1 |   0.1
  - on_player_receive_fields[1] .......................  |         1 |        71 |         3 |   0.0 |   0.1 |   0.0
 mobs_npc:                                               |         0 |         3 |         0 |   0.0 |   0.0 |   0.0
  - on_player_receive_fields[1] .......................  |         1 |         3 |         1 |   0.0 |   0.0 |   0.0
 fire:                                                   |         0 |     14996 |       180 |   0.0 |  21.9 |   0.3
  - globalstep[1] .....................................  |         1 |     14996 |       187 |   0.0 |  21.9 |   0.3
  - on_leaveplayer[1] .................................  |         2 |         2 |         2 |   0.0 |   0.0 |   0.0
 adv_keys:                                               |         0 |         2 |         0 |   0.0 |   0.0 |   0.0
  - on_player_receive_fields[1] .......................  |         1 |         2 |         1 |   0.0 |   0.0 |   0.0
 mesecons_receiver:                                      |         0 |       612 |         2 |   0.0 |   2.3 |   0.0
  - on_placenode[1] ...................................  |         1 |       290 |         8 |   0.0 |   1.4 |   0.0
  - on_placenode[2] ...................................  |         1 |       609 |         8 |   0.0 |   2.3 |   0.0
  - on_dignode[1] .....................................  |         1 |        63 |         7 |   0.0 |   0.2 |   0.0
 ambience:                                               |         0 |     11654 |       266 |   0.0 |  23.0 |   0.5
  - globalstep[1] .....................................  |         1 |     11654 |       271 |   0.0 |  23.0 |   0.6
 signs_api:                                              |         0 |      3956 |        33 |   0.0 |   2.6 |   0.0
  - get_staticdata[1] .................................  |        17 |      1057 |       341 |   0.0 |   0.7 |   0.3
  - on_activate[1] ....................................  |       179 |      2899 |      1039 |   0.1 |   2.2 |   0.9
 missions:                                               |         0 |     11972 |       224 |   0.0 |  20.4 |   0.7
  - on_leaveplayer[1] .................................  |         2 |         2 |         2 |   0.0 |   0.0 |   0.0
  - on_leaveplayer[3] .................................  |         2 |         2 |         2 |   0.0 |   0.0 |   0.0
  - on_player_receive_fields[9] .......................  |         1 |        32 |         2 |   0.0 |   0.1 |   0.0
  - globalstep[2] .....................................  |         1 |     11971 |       213 |   0.0 |  20.4 |   0.6
  - on_player_receive_fields[8] .......................  |         2 |        85 |         6 |   0.0 |   0.4 |   0.0
  - on_respawnplayer[1] ...............................  |         2 |         2 |         2 |   0.0 |   0.0 |   0.0
  - on_placenode[1] ...................................  |         7 |       160 |        29 |   0.0 |   1.7 |   0.2
  - on_player_receive_fields[1] .......................  |         1 |        55 |         3 |   0.0 |   0.2 |   0.0
  - on_dignode[4] .....................................  |         4 |        45 |         8 |   0.0 |   0.2 |   0.0
  - on_player_receive_fields[7] .......................  |         1 |        39 |         3 |   0.0 |   0.2 |   0.0
  - on_player_receive_fields[2] .......................  |         1 |        24 |         2 |   0.0 |   0.1 |   0.0
  - on_leaveplayer[2] .................................  |         2 |         2 |         2 |   0.0 |   0.0 |   0.0
  - on_placenode[3] ...................................  |         3 |       102 |        12 |   0.0 |   0.5 |   0.1
  - on_dignode[2] .....................................  |         7 |        35 |        13 |   0.0 |   0.1 |   0.1
