Values below show absolute/relative times spend per server step by the instrumented function.
A total of 451523 samples were taken


 instrumentation                                         |    min µs |    max µs |    avg µs | min % | max % | avg %
 advtrains_train_industrial:                             |        27 |     80938 |       854 |   0.0 |  74.2 |   1.8
  - on_step[4] ........................................  |         7 |     79638 |       234 |   0.0 |  69.3 |   0.5
  - on_activate[4] ....................................  |         6 |         6 |         6 |   0.0 |   0.0 |   0.0
  - on_activate[3] ....................................  |        18 |        18 |        18 |   0.1 |   0.1 |   0.1
  - on_step[3] ........................................  |        18 |     73491 |       620 |   0.0 |  74.0 |   1.3
 technic_worldgen:                                       |         0 |    108734 |        61 |   0.0 |  78.6 |   0.0
  - on_generated[1] ...................................  |     34305 |    108734 |     56323 |   4.2 |  78.6 |  29.6
 boats:                                                  |         0 |     46872 |         2 |   0.0 |  41.7 |   0.0
  - on_activate[1] ....................................  |         5 |        23 |        10 |   0.0 |   0.0 |   0.0
  - on_step[1] ........................................  |         6 |     46872 |        48 |   0.0 |  41.7 |   0.1
  - get_staticdata[1] .................................  |         1 |       548 |         7 |   0.0 |   0.2 |   0.0
  - on_punch[1] .......................................  |       191 |      3691 |      1001 |   0.7 |   8.6 |   2.3
 mob_horse:                                              |         0 |     41346 |        32 |   0.0 |  58.4 |   0.1
  - ABM 'mob_horse:horse spawning' ....................  |         5 |     32001 |       635 |   0.0 |   4.8 |   0.6
  - on_activate[1] ....................................  |        36 |      4330 |       213 |   0.0 |   2.0 |   0.2
  - on_step[1] ........................................  |         5 |     41346 |        71 |   0.0 |  58.4 |   0.2
  - on_punch[1] .......................................  |       102 |      1229 |       394 |   0.1 |   6.3 |   1.5
  - get_staticdata[1] .................................  |         5 |     14829 |       344 |   0.0 |  15.9 |   0.3
 map:                                                    |         0 |      1736 |         0 |   0.0 |   0.9 |   0.0
  - on_joinplayer[1] ..................................  |       107 |      1736 |       206 |   0.0 |   0.9 |   0.2
 homedecor_misc:                                         |         0 |     42547 |         3 |   0.0 |  58.5 |   0.0
  - on_placenode[1] ...................................  |         4 |     42547 |        38 |   0.0 |  58.5 |   0.1
 mesecons:                                               |         1 |   1063113 |     10127 |   0.0 |  96.0 |   9.7
  - globalstep[1] .....................................  |         2 |   1063112 |     16294 |   0.0 |  96.0 |  15.6
  - on_placenode[1] ...................................  |        16 |    259177 |       189 |   0.0 |  70.4 |   0.3
  - on_dignode[1] .....................................  |        15 |     55928 |       118 |   0.0 |  71.0 |   0.2
  - globalstep[2] .....................................  |         1 |     44019 |         3 |   0.0 |  65.3 |   0.0
 advtrains_train_japan:                                  |        48 |    199895 |      5210 |   0.0 |  83.2 |  10.8
  - on_activate[1] ....................................  |         3 |       164 |        26 |   0.0 |   0.1 |   0.0
  - on_step[1] ........................................  |        30 |    104724 |      1856 |   0.0 |  80.3 |   3.9
  - on_step[2] ........................................  |        18 |    152164 |      3353 |   0.0 |  79.1 |   7.0
  - on_activate[2] ....................................  |         6 |        18 |        10 |   0.0 |   0.0 |   0.0
 farming:                                                |         0 |    169735 |        77 |   0.0 |  77.0 |   0.1
  - on_generated[1] ...................................  |         1 |    119867 |     14135 |   0.0 |  39.9 |   5.9
  - ABM[2] ............................................  |        19 |    169735 |      7338 |   0.0 |  77.0 |   6.6
  - ABM[1] ............................................  |        26 |     12339 |       509 |   0.0 |  21.0 |   0.6
 beerchat:                                               |         0 |     39666 |         4 |   0.0 |  63.4 |   0.0
  - on_chat_message[2] ................................  |         3 |       380 |         9 |   0.0 |   1.7 |   0.0
  - /me ...............................................  |       587 |       611 |       599 |   0.9 |   2.1 |   1.5
  - /msg ..............................................  |        71 |      5920 |       269 |   0.0 |  20.5 |   0.8
  - on_chat_message[3] ................................  |         1 |     34864 |       158 |   0.0 |  49.9 |   0.4
  - on_leaveplayer[1] .................................  |         4 |       110 |         8 |   0.0 |   0.2 |   0.0
  - on_chat_message[1] ................................  |        19 |     34567 |       136 |   0.0 |  54.5 |   0.4
  - on_chat_message[4] ................................  |       163 |     39592 |      1209 |   0.1 |  63.3 |   2.9
  - on_joinplayer[1] ..................................  |        47 |       850 |        91 |   0.0 |   0.7 |   0.1
 creative:                                               |         0 |     39543 |        20 |   0.0 |  59.6 |   0.1
  - on_placenode[1] ...................................  |         4 |     39543 |       217 |   0.0 |  59.6 |   0.5
 homedecor_books:                                        |         0 |      1668 |         0 |   0.0 |   6.0 |   0.0
  - on_player_receive_fields[1] .......................  |         1 |      1668 |         3 |   0.0 |   6.0 |   0.0
 travelnet:                                              |         0 |    612468 |         7 |   0.0 |  86.8 |   0.0
  - on_player_receive_fields[1] .......................  |         1 |    612468 |       220 |   0.0 |  86.8 |   0.1
 led_marquee:                                            |         2 |     50106 |        26 |   0.0 |  61.3 |   0.1
  - globalstep[1] .....................................  |         2 |     50106 |        26 |   0.0 |  61.3 |   0.1
 soundblock:                                             |         0 |       336 |         0 |   0.0 |   1.4 |   0.0
  - on_player_receive_fields[1] .......................  |         2 |       336 |         6 |   0.0 |   1.4 |   0.0
 unifieddyes:                                            |         0 |     36457 |         1 |   0.0 |  55.8 |   0.0
  - on_player_receive_fields[1] .......................  |         1 |      8847 |         7 |   0.0 |  24.6 |   0.0
  - on_placenode[1] ...................................  |         1 |     36457 |        11 |   0.0 |  55.8 |   0.0
 throwing_arrows:                                        |         0 |      2971 |         0 |   0.0 |   6.5 |   0.0
  - on_step[6] ........................................  |        27 |      2971 |       377 |   0.0 |   6.5 |   0.8
 mail:                                                   |         0 |     53775 |        32 |   0.0 |  72.1 |   0.1
  - /mail .............................................  |      3094 |     37488 |     11210 |   2.7 |  65.6 |  22.7
  - on_leaveplayer[3] .................................  |         1 |        23 |         2 |   0.0 |   0.0 |   0.0
  - on_joinplayer[2] ..................................  |        19 |       456 |        59 |   0.0 |   0.3 |   0.1
  - on_joinplayer[1] ..................................  |        94 |      4547 |       201 |   0.0 |   3.8 |   0.2
  - on_leaveplayer[1] .................................  |        26 |      1716 |        97 |   0.0 |   2.0 |   0.2
  - on_joinplayer[3] ..................................  |         5 |       185 |        10 |   0.0 |   0.2 |   0.0
  - on_player_receive_fields[1] .......................  |         1 |     53775 |       979 |   0.0 |  72.1 |   2.2
  - on_leaveplayer[2] .................................  |         1 |        45 |         3 |   0.0 |   0.1 |   0.0
 mobs_xenomorph:                                         |         0 |     65684 |        18 |   0.0 |  61.2 |   0.0
  - on_step[2] ........................................  |        14 |     50917 |      1465 |   0.0 |  61.1 |   2.3
  - ABM 'mobs_xenomorph:xenomorph spawning' ...........  |         4 |     16282 |       456 |   0.0 |  18.0 |   0.5
  - on_punch[1] .......................................  |       151 |     34951 |      2130 |   0.2 |  59.1 |   5.1
  - on_activate[1] ....................................  |        46 |      2361 |       199 |   0.0 |   1.3 |   0.2
  - on_step[1] ........................................  |         2 |     65684 |       123 |   0.0 |  57.1 |   0.2
  - on_punch[2] .......................................  |         1 |        27 |         1 |   0.0 |   0.0 |   0.0
  - get_staticdata[1] .................................  |         5 |     15434 |       367 |   0.0 |  11.9 |   0.3
 woodcutting:                                            |         0 |     95467 |        21 |   0.0 |  61.5 |   0.0
  - on_dieplayer[1] ...................................  |         2 |       106 |         7 |   0.0 |   0.3 |   0.0
  - on_dignode[1] .....................................  |         3 |     95467 |       130 |   0.0 |  61.5 |   0.2
 pandorabox_custom:                                      |         1 |    647333 |      4201 |   0.0 |  89.1 |   3.4
  - globalstep[1] .....................................  |         1 |     34989 |         5 |   0.0 |  59.5 |   0.0
  - on_dieplayer[1] ...................................  |        55 |      2368 |       143 |   0.0 |   1.6 |   0.3
  - /spawn ............................................  |        45 |      1339 |       128 |   0.0 |   2.6 |   0.3
  - on_joinplayer[1] ..................................  |      2925 |     86943 |     11419 |   0.7 |  41.0 |   8.9
  - on_leaveplayer[1] .................................  |      3672 |     45746 |     10639 |   2.8 |  61.7 |  19.7
  - /pipeworks_stats ..................................  |        10 |        10 |        10 |   0.0 |   0.0 |   0.0
  - globalstep[2] .....................................  |         1 |    647331 |      4129 |   0.0 |  89.1 |   3.3
  - ABM 'flying snow cleanup' .........................  |        57 |     95430 |      4155 |   0.0 |  63.4 |   4.0
 castle_weapons:                                         |         0 |       706 |         0 |   0.0 |   2.0 |   0.0
  - on_activate[1] ....................................  |         5 |        19 |         8 |   0.0 |   0.0 |   0.0
  - on_step[1] ........................................  |         2 |       706 |        31 |   0.0 |   2.0 |   0.1
  - get_staticdata[1] .................................  |         1 |         3 |         2 |   0.0 |   0.0 |   0.0
  - on_punch[1] .......................................  |       162 |       210 |       186 |   0.5 |   0.7 |   0.6
 player_api:                                             |         1 |     66135 |       146 |   0.0 |  76.4 |   0.3
  - globalstep[1] .....................................  |         1 |     66135 |       146 |   0.0 |  76.4 |   0.3
  - on_leaveplayer[1] .................................  |         2 |        75 |         3 |   0.0 |   0.0 |   0.0
  - on_joinplayer[1] ..................................  |        46 |       504 |        77 |   0.0 |   0.4 |   0.1
 sethome:                                                |         0 |     26420 |         0 |   0.0 |  43.6 |   0.0
  - /home .............................................  |        24 |     26420 |       199 |   0.0 |  43.6 |   0.5
  - /sethome ..........................................  |       540 |      1855 |       962 |   0.4 |   5.9 |   2.6
 loot:                                                   |         0 |     28582 |         0 |   0.0 |  11.6 |   0.0
  - ABM[1] ............................................  |       191 |       899 |       407 |   0.1 |   2.0 |   0.6
  - on_generated[1] ...................................  |         1 |     28582 |       118 |   0.0 |  11.6 |   0.1
 3d_armor_stand:                                         |         0 |     47896 |         9 |   0.0 |  43.0 |   0.0
  - on_activate[1] ....................................  |        55 |     47896 |       557 |   0.0 |  27.0 |   0.5
  - ABM[1] ............................................  |        15 |     34951 |       712 |   0.0 |  43.0 |   0.8
 technic_chests:                                         |         0 |       222 |         0 |   0.0 |   0.1 |   0.0
  - LBM 'technic_chests:fix_wooden_chests' ............  |        17 |       222 |        52 |   0.0 |   0.1 |   0.0
 homedecor_kitchen:                                      |         0 |     34896 |         8 |   0.0 |  62.4 |   0.0
  - ABM 'furnaces' ....................................  |        73 |     34896 |       399 |   0.0 |  62.4 |   0.5
 font_api:                                               |         0 |     26416 |         0 |   0.0 |  48.4 |   0.0
  - on_leaveplayer[1] .................................  |         3 |       108 |         6 |   0.0 |   0.4 |   0.0
  - on_player_receive_fields[2] .......................  |         1 |     26409 |         6 |   0.0 |  48.4 |   0.0
  - on_player_receive_fields[1] .......................  |         1 |     10285 |         4 |   0.0 |  23.3 |   0.0
 unified_inventory_plus:                                 |         0 |     66743 |         9 |   0.0 |  72.4 |   0.0
  - on_player_receive_fields[1] .......................  |         1 |     66740 |       255 |   0.0 |  72.4 |   0.4
  - on_player_receive_fields[2] .......................  |         1 |     52927 |        13 |   0.0 |  48.1 |   0.0
 skybox:                                                 |         1 |     51043 |        44 |   0.0 |  65.0 |   0.1
  - globalstep[1] .....................................  |         1 |     51043 |        44 |   0.0 |  65.0 |   0.1
  - on_leaveplayer[1] .................................  |         2 |       121 |         4 |   0.0 |   0.3 |   0.0
  - on_joinplayer[1] ..................................  |         9 |        63 |        15 |   0.0 |   0.1 |   0.0
 dungeon_loot:                                           |         0 |     12468 |         0 |   0.0 |   4.7 |   0.0
  - on_generated[1] ...................................  |         2 |     12468 |       382 |   0.0 |   4.7 |   0.3
 skinsdb:                                                |         0 |     56136 |         2 |   0.0 |  68.0 |   0.0
  - on_leaveplayer[1] .................................  |         2 |        30 |         3 |   0.0 |   0.1 |   0.0
  - on_player_receive_fields[2] .......................  |         1 |     56134 |        54 |   0.0 |  68.0 |   0.1
  - on_player_receive_fields[1] .......................  |         1 |     10186 |         2 |   0.0 |  20.1 |   0.0
  - on_joinplayer[1] ..................................  |        92 |      3013 |       234 |   0.0 |   1.6 |   0.2
 protector:                                              |         0 |     74762 |        85 |   0.0 |  53.8 |   0.1
  - globalstep[1] .....................................  |         1 |     74581 |        80 |   0.0 |  52.8 |   0.1
  - on_player_receive_fields[2] .......................  |         1 |     39294 |        20 |   0.0 |  53.8 |   0.0
  - on_leaveplayer[1] .................................  |         2 |        55 |         3 |   0.0 |   0.1 |   0.0
  - on_step[1] ........................................  |         1 |       350 |         4 |   0.0 |   1.2 |   0.0
  - ABM[1] ............................................  |         6 |     31994 |       263 |   0.0 |  35.6 |   0.3
  - on_player_receive_fields[1] .......................  |         1 |      6591 |         3 |   0.0 |  16.8 |   0.0
  - on_punchplayer[1] .................................  |         1 |      1756 |        52 |   0.0 |   8.6 |   0.1
 mobs_npc:                                               |         0 |     61983 |        57 |   0.0 |  63.2 |   0.1
  - on_punch[1] .......................................  |       383 |       634 |       508 |   0.4 |   2.2 |   1.4
  - get_staticdata[1] .................................  |        67 |     25365 |       505 |   0.0 |  15.7 |   0.5
  - on_punch[3] .......................................  |       335 |      2159 |       642 |   0.1 |   7.9 |   1.9
  - on_activate[5] ....................................  |        79 |     22634 |       267 |   0.0 |  11.9 |   0.2
  - ABM 'mobs_npc:npc spawning' .......................  |       768 |       768 |       768 |   0.7 |   0.7 |   0.7
  - get_staticdata[3] .................................  |        88 |     36859 |       478 |   0.0 |  45.2 |   0.4
  - on_activate[1] ....................................  |        71 |      1148 |       203 |   0.0 |   1.5 |   0.2
  - on_step[1] ........................................  |         5 |     56727 |        70 |   0.0 |  57.2 |   0.2
  - on_player_receive_fields[1] .......................  |         1 |     38230 |         5 |   0.0 |  30.2 |   0.0
  - on_step[3] ........................................  |         5 |     61983 |       161 |   0.0 |  63.2 |   0.3
 adv_keys:                                               |         0 |       209 |         0 |   0.0 |   0.4 |   0.0
  - on_player_receive_fields[1] .......................  |         1 |       209 |         2 |   0.0 |   0.4 |   0.0
 itemframes:                                             |         0 |     61870 |        24 |   0.0 |  54.5 |   0.0
  - on_activate[1] ....................................  |        18 |     61543 |      1212 |   0.0 |  54.3 |   1.1
  - LBM 'Maintain itemframe and pedestal entities' ....  |         5 |     41771 |       100 |   0.0 |  13.4 |   0.1
  - get_staticdata[1] .................................  |         1 |     39422 |        49 |   0.0 |  28.1 |   0.0
 fireflies:                                              |         0 |      1998 |         0 |   0.0 |   1.5 |   0.0
  - on_generated[1] ...................................  |         9 |      1998 |        43 |   0.0 |   1.5 |   0.0
 mesecons_debug:                                         |         0 |       100 |         0 |   0.0 |   0.2 |   0.0
  - /mesecons_debug_disable_blinky_plant ..............  |         3 |        11 |         7 |   0.0 |   0.0 |   0.0
  - /mesecons_flush ...................................  |        25 |       100 |        69 |   0.0 |   0.2 |   0.1
  - /mesecons_debug_enable_blinky_plant ...............  |         4 |         4 |         4 |   0.0 |   0.0 |   0.0
 mobs_monster:                                           |         0 |     71439 |       160 |   0.0 |  69.3 |   0.3
  - ABM 'mobs_monster:spider spawning' ................  |         4 |     43395 |       938 |   0.0 |  41.5 |   1.1
  - on_activate[8] ....................................  |        51 |       366 |       103 |   0.0 |   0.4 |   0.1
  - on_step[8] ........................................  |         5 |     30337 |       105 |   0.0 |  42.4 |   0.2
  - on_punch[7] .......................................  |      1289 |     45110 |      6860 |   0.8 |  65.6 |  11.8
  - on_punch[3] .......................................  |         3 |         3 |         3 |   0.0 |   0.0 |   0.0
  - ABM 'mobs_monster:lava_flan spawning' .............  |         5 |     24853 |      1175 |   0.0 |  17.1 |   1.2
  - ABM 'mobs_monster:dungeon_master spawning' ........  |         4 |     41966 |       827 |   0.0 |  31.0 |   1.0
  - on_step[7] ........................................  |         4 |      5320 |        72 |   0.0 |   7.6 |   0.2
  - on_activate[16] ...................................  |        25 |      2395 |       101 |   0.0 |   2.7 |   0.1
  - on_activate[12] ...................................  |        56 |       389 |        92 |   0.0 |   0.5 |   0.1
  - get_staticdata[8] .................................  |         5 |     39999 |       217 |   0.0 |  30.7 |   0.2
  - on_punch[6] .......................................  |       406 |     43435 |      2449 |   0.7 |  36.0 |   5.0
  - on_punch[2] .......................................  |       411 |     16401 |      1727 |   0.6 |  34.4 |   4.0
  - ABM 'mobs_monster:sand_monster spawning' ..........  |         7 |      1853 |       801 |   0.0 |   2.5 |   0.9
  - on_activate[3] ....................................  |        27 |       419 |        88 |   0.0 |   0.5 |   0.1
  - get_staticdata[6] .................................  |         7 |       826 |       150 |   0.0 |   1.7 |   0.2
  - get_staticdata[9] .................................  |         6 |     38884 |       265 |   0.0 |  36.3 |   0.3
  - get_staticdata[2] .................................  |         6 |      1919 |       159 |   0.0 |   1.8 |   0.2
  - on_step[4] ........................................  |         5 |     43920 |        81 |   0.0 |  49.1 |   0.2
  - on_punch[5] .......................................  |       526 |      1918 |       943 |   0.5 |   4.7 |   2.1
  - on_activate[6] ....................................  |        28 |       311 |        88 |   0.0 |   0.4 |   0.1
  - get_staticdata[1] .................................  |         6 |     30922 |       260 |   0.0 |  29.3 |   0.2
  - on_step[9] ........................................  |         3 |     44794 |        69 |   0.0 |  67.2 |   0.1
  - on_punch[9] .......................................  |       358 |      5182 |      1102 |   0.5 |  11.3 |   2.8
  - get_staticdata[4] .................................  |         8 |      1022 |       145 |   0.0 |   1.0 |   0.2
  - ABM 'mobs_monster:tree_monster spawning' ..........  |         4 |      2033 |       353 |   0.0 |   4.1 |   0.4
  - on_step[5] ........................................  |         5 |     18760 |        80 |   0.0 |  31.5 |   0.2
  - on_activate[18] ...................................  |        76 |       596 |       154 |   0.0 |   0.8 |   0.2
  - ABM 'mobs_monster:stone_monster spawning' .........  |         4 |     47911 |      1143 |   0.0 |  52.1 |   1.4
  - on_activate[1] ....................................  |        28 |     22373 |       158 |   0.0 |  10.6 |   0.1
  - on_step[1] ........................................  |         4 |     43843 |       146 |   0.0 |  59.4 |   0.3
  - ABM 'mobs_monster:dirt_monster spawning' ..........  |         3 |     33784 |       690 |   0.0 |  37.0 |   0.8
  - get_staticdata[3] .................................  |         5 |      1575 |       140 |   0.0 |   2.6 |   0.2
  - on_step[2] ........................................  |         5 |     36166 |        75 |   0.0 |  51.1 |   0.2
  - on_punch[4] .......................................  |       311 |     13383 |      2046 |   0.3 |  44.8 |   6.3
  - ABM 'mobs_monster:mese_monster spawning' ..........  |         4 |     42378 |      1362 |   0.0 |  54.4 |   1.5
  - on_activate[14] ...................................  |        30 |      1086 |        97 |   0.0 |   1.1 |   0.1
  - ABM 'mobs_monster:oerkki spawning' ................  |         4 |     37108 |      1010 |   0.0 |  46.9 |   1.1
  - on_punch[8] .......................................  |       548 |     24690 |      2219 |   0.3 |  47.4 |   5.1
  - get_staticdata[7] .................................  |         6 |     24487 |       401 |   0.0 |  16.9 |   0.4
  - on_step[11] .......................................  |         3 |     45671 |        91 |   0.0 |  63.9 |   0.2
  - on_activate[5] ....................................  |         5 |        10 |         7 |   0.0 |   0.0 |   0.0
  - get_staticdata[5] .................................  |         5 |     24782 |       180 |   0.0 |  13.5 |   0.2
  - on_punch[11] ......................................  |       356 |     16346 |      1189 |   0.4 |  20.2 |   3.0
  - on_activate[10] ...................................  |        28 |     10311 |       130 |   0.0 |  19.1 |   0.2
  - on_step[6] ........................................  |         4 |     50220 |        74 |   0.0 |  69.3 |   0.2
  - on_step[10] .......................................  |        18 |     31042 |       249 |   0.0 |  40.7 |   0.6
  - on_punch[1] .......................................  |       266 |     28266 |      1463 |   0.1 |  41.5 |   3.4
  - on_step[3] ........................................  |       111 |     21087 |       825 |   0.0 |  53.3 |   1.7
 hangglider:                                             |         0 |     46838 |        63 |   0.0 |  64.6 |   0.1
  - on_leaveplayer[1] .................................  |         3 |        46 |         4 |   0.0 |   0.1 |   0.0
  - on_dieplayer[1] ...................................  |        23 |       136 |        36 |   0.0 |   0.8 |   0.1
  - on_step[1] ........................................  |       438 |     46838 |      1082 |   0.1 |  64.6 |   2.4
  - on_joinplayer[1] ..................................  |        27 |       400 |        61 |   0.0 |   0.3 |   0.1
 advtrains_luaautomation:                                |         0 |     51141 |        10 |   0.0 |  60.9 |   0.0
  - on_punchnode[1] ...................................  |         1 |     51141 |         9 |   0.0 |  60.9 |   0.0
  - on_player_receive_fields[2] .......................  |        32 |     42494 |       239 |   0.0 |  57.3 |   0.5
  - on_player_receive_fields[1] .......................  |         1 |     13510 |         3 |   0.0 |  24.7 |   0.0
 signs_lib:                                              |         0 |    673222 |       392 |   0.0 |  74.0 |   0.3
  - on_activate[1] ....................................  |        98 |    532190 |      8247 |   0.0 |  64.2 |   6.2
  - LBM 'Restore sign text' ...........................  |        25 |    167054 |      5645 |   0.0 |  55.5 |   4.4
 controls:                                               |         1 |     87661 |       326 |   0.0 |  77.4 |   0.7
  - globalstep[1] .....................................  |         1 |     87661 |       326 |   0.0 |  77.4 |   0.7
  - on_leaveplayer[1] .................................  |         2 |        95 |         6 |   0.0 |   0.1 |   0.0
  - on_joinplayer[1] ..................................  |         5 |       283 |        17 |   0.0 |   0.2 |   0.0
 default:                                                |         0 |    221118 |       754 |   0.0 |  71.9 |   1.4
  - on_leaveplayer[1] .................................  |         2 |         8 |         3 |   0.0 |   0.0 |   0.0
  - on_player_receive_fields[2] .......................  |         1 |      2393 |         2 |   0.0 |   6.2 |   0.0
  - on_punch[1] .......................................  |        17 |     45132 |       876 |   0.0 |  66.8 |   2.1
  - get_staticdata[1] .................................  |        13 |     50047 |       145 |   0.0 |  47.2 |   0.2
  - on_step[1] ........................................  |        33 |    221118 |       686 |   0.0 |  71.9 |   1.4
  - on_craft[1] .......................................  |         2 |     11450 |        14 |   0.0 |  39.5 |   0.0
  - ABM 'Grass covered' ...............................  |        50 |     59118 |      1765 |   0.0 |  62.4 |   2.0
  - ABM 'Lava cooling' ................................  |        64 |     48353 |       400 |   0.0 |  37.0 |   0.5
  - ABM 'Moss growth' .................................  |         1 |       638 |        98 |   0.0 |   0.3 |   0.1
  - ABM 'Grow papyrus' ................................  |         6 |     23202 |       171 |   0.0 |  37.2 |   0.2
  - on_joinplayer[1] ..................................  |         6 |        63 |        12 |   0.0 |   0.1 |   0.0
  - on_activate[1] ....................................  |        14 |     52374 |       149 |   0.0 |  29.9 |   0.2
  - ABM 'Grass spread' ................................  |         7 |     42695 |       477 |   0.0 |  49.7 |   0.6
  - on_player_receive_fields[1] .......................  |         1 |      1120 |         1 |   0.0 |   2.2 |   0.0
  - ABM 'Grow cactus' .................................  |         2 |      2224 |        85 |   0.0 |   1.2 |   0.1
 poshud:                                                 |         9 |     79698 |       240 |   0.0 |  69.5 |   0.5
  - globalstep[1] .....................................  |         9 |     79698 |       240 |   0.0 |  69.5 |   0.5
  - /poshud ...........................................  |         8 |        70 |        37 |   0.0 |   0.1 |   0.1
  - on_leaveplayer[1] .................................  |         6 |       151 |        10 |   0.0 |   0.1 |   0.0
 ccompass:                                               |         1 |    139739 |      1661 |   0.0 |  77.0 |   3.8
  - globalstep[1] .....................................  |         1 |    139739 |      1661 |   0.0 |  77.0 |   3.8
  - on_player_receive_fields[1] .......................  |         1 |     17390 |         3 |   0.0 |  20.5 |   0.0
 anvil:                                                  |         0 |     30217 |         2 |   0.0 |  17.0 |   0.0
  - on_activate[1] ....................................  |         5 |      6193 |        29 |   0.0 |   6.2 |   0.0
  - LBM 'anvil:anvil_item_restoration' ................  |        10 |     18753 |       217 |   0.0 |  17.0 |   0.2
  - get_staticdata[1] .................................  |         1 |     30217 |        24 |   0.0 |   8.3 |   0.0
 unified_inventory:                                      |         1 |    159004 |       220 |   0.0 |  83.8 |   0.4
  - on_leaveplayer[1] .................................  |         1 |        89 |         2 |   0.0 |   0.2 |   0.0
  - on_player_receive_fields[2] .......................  |         1 |     82834 |       296 |   0.0 |  72.4 |   0.5
  - on_player_receive_fields[3] .......................  |         1 |     40881 |       192 |   0.0 |  68.6 |   0.4
