Values below show absolute/relative times spend per server step by the instrumented function.
A total of 9602 samples were taken


 instrumentation                                         |    min µs |    max µs |    avg µs | min % | max % | avg %
  - LBM 'Maintain itemframe and pedestal entities' ....  |         4 |       927 |        57 |   0.0 |   0.2 |   0.0
  - get_staticdata[1] .................................  |         1 |       423 |        29 |   0.0 |   0.3 |   0.0
 mesecons_receiver:                                      |         0 |       752 |         0 |   0.0 |   6.6 |   0.0
  - on_placenode[1] ...................................  |         1 |       216 |         4 |   0.0 |   0.7 |   0.0
  - on_placenode[2] ...................................  |         1 |        52 |         3 |   0.0 |   0.6 |   0.0
  - on_dignode[1] .....................................  |         1 |       752 |        10 |   0.0 |   6.6 |   0.1
 worldedit_shortcommands:                                |         0 |     10624 |         4 |   0.0 |  27.0 |   0.0
  - //1 ...............................................  |       142 |     10624 |      2904 |   0.8 |  27.0 |   8.8
  - //2 ...............................................  |       902 |       902 |       902 |   2.7 |   2.7 |   2.7
  - //umk .............................................  |       104 |       104 |       104 |   0.2 |   0.2 |   0.2
  - //r ...............................................  |      5163 |      5163 |      5163 |  14.2 |  14.2 |  14.2
  - //s ...............................................  |      7533 |      7533 |      7533 |  19.1 |  19.1 |  19.1
 locator:                                                |         0 |     41602 |       407 |   0.0 |  28.7 |   0.4
  - globalstep[1] .....................................  |         1 |     41602 |       418 |   0.0 |  28.7 |   0.4
 default:                                                |        39 |     18491 |       176 |   0.0 |  55.2 |   1.0
  - on_leaveplayer[1] .................................  |         1 |         3 |         1 |   0.0 |   0.0 |   0.0
  - on_player_receive_fields[2] .......................  |         1 |       541 |         4 |   0.0 |   6.2 |   0.0
  - on_craft[1] .......................................  |         2 |      1543 |        26 |   0.0 |   7.3 |   0.2
  - on_punch[1] .......................................  |        61 |      7902 |       536 |   0.3 |  36.4 |   3.5
  - get_staticdata[1] .................................  |        13 |      2036 |        63 |   0.0 |   2.0 |   0.3
  - on_leaveplayer[2] .................................  |         2 |        79 |        15 |   0.0 |   0.5 |   0.1
  - on_step[1] ........................................  |         6 |      8113 |        32 |   0.0 |  13.3 |   0.2
  - ABM 'Grass covered' ...............................  |         4 |      4491 |       382 |   0.0 |   3.8 |   0.4
