Values below show absolute/relative times spend per server step by the instrumented function.
A total of 4164 samples were taken


 instrumentation                                         |    min µs |    max µs |    avg µs | min % | max % | avg %
  - on_placenode[1] ...................................  |         2 |        51 |         4 |   0.0 |   2.2 |   0.1
 mail:                                                   |         0 |        10 |         0 |   0.0 |   0.5 |   0.0
  - on_player_receive_fields[1] .......................  |         1 |        10 |         2 |   0.0 |   0.5 |   0.1
  - on_joinplayer[1] ..................................  |         5 |        10 |         7 |   0.0 |   0.0 |   0.0
 pvp_areas:                                              |         0 |         1 |         0 |   0.0 |   0.0 |   0.0
  - on_punchplayer[1] .................................  |         1 |         1 |         1 |   0.0 |   0.0 |   0.0
 woodcutting:                                            |         0 |       146 |         1 |   0.0 |   6.5 |   0.0
  - on_dieplayer[1] ...................................  |         4 |         4 |         4 |   0.1 |   0.1 |   0.1
  - on_dignode[1] .....................................  |         5 |       146 |        26 |   0.0 |   6.5 |   0.8
 pandorabox_custom:                                      |         1 |       173 |         3 |   0.0 |   5.1 |   0.1
  - globalstep[1] .....................................  |         1 |       173 |         3 |   0.0 |   5.1 |   0.1
  - on_joinplayer[1] ..................................  |        22 |       146 |        58 |   0.0 |   0.6 |   0.2
 server_news:                                            |         0 |      4383 |         3 |   0.0 |  14.1 |   0.0
  - on_joinplayer[1] ..................................  |       108 |      4383 |      2958 |   0.4 |  14.1 |   6.1
 serverstats:                                            |         1 |       918 |        11 |   0.0 |  36.0 |   0.4
  - globalstep[1] .....................................  |         1 |       225 |         2 |   0.0 |   6.6 |   0.1
  - on_dignode[1] .....................................  |         1 |        84 |         5 |   0.0 |   2.8 |   0.1
  - on_placenode[1] ...................................  |         1 |        56 |         2 |   0.0 |   3.3 |   0.1
  - on_craft[1] .......................................  |         4 |         5 |         4 |   0.0 |   0.3 |   0.2
  - on_player_receive_fields[1] .......................  |         1 |        68 |         4 |   0.0 |   0.7 |   0.1
  - globalstep[2] .....................................  |         1 |       915 |         8 |   0.0 |  35.9 |   0.3
 sethome:                                                |         0 |        96 |         0 |   0.0 |   6.2 |   0.0
  - /home .............................................  |        96 |        96 |        96 |   6.2 |   6.2 |   6.2
 3d_armor_stand:                                         |         0 |       364 |         0 |   0.0 |   7.2 |   0.0
  - on_activate[1] ....................................  |        47 |       225 |       106 |   0.2 |   6.0 |   1.3
  - ABM[1] ............................................  |         9 |       152 |        37 |   0.0 |   6.4 |   1.0
 easyvend:                                               |         0 |      1057 |        18 |   0.0 |  16.0 |   0.3
  - ABM[1] ............................................  |       604 |      1057 |       767 |   7.3 |  16.0 |  11.0
 digilines:                                              |         0 |       142 |         0 |   0.0 |   3.7 |   0.0
  - on_placenode[1] ...................................  |         1 |        13 |         2 |   0.0 |   0.8 |   0.1
  - on_activate[1] ....................................  |        54 |        82 |        68 |   0.4 |   0.7 |   0.5
  - on_dignode[1] .....................................  |         1 |       142 |         7 |   0.0 |   3.7 |   0.2
 beacon:                                                 |         0 |     71054 |       254 |   0.0 |  92.8 |   2.3
  - globalstep[1] .....................................  |         1 |     71054 |       235 |   0.0 |  92.8 |   2.1
  - ABM[4] ............................................  |        11 |       159 |        37 |   0.1 |   3.0 |   0.4
  - ABM[6] ............................................  |         5 |       457 |        52 |   0.0 |   2.2 |   0.4
  - ABM[3] ............................................  |        49 |        95 |        71 |   0.1 |   6.0 |   1.1
  - ABM[5] ............................................  |        74 |      2169 |       431 |   0.4 |  21.6 |   3.5
 display_api:                                            |         0 |      2178 |         4 |   0.0 |  22.6 |   0.0
  - LBM 'Update display_api entities' .................  |        49 |      2178 |       683 |   0.4 |  22.6 |   6.6
 homedecor:                                              |         0 |        60 |         0 |   0.0 |   0.9 |   0.0
  - on_placenode[1] ...................................  |         3 |        60 |         9 |   0.0 |   0.9 |   0.2
  - on_player_receive_fields[1] .......................  |         1 |         9 |         3 |   0.0 |   0.2 |   0.1
  - on_joinplayer[1] ..................................  |         2 |         9 |         4 |   0.0 |   0.0 |   0.0
 drawers:                                                |         0 |       215 |         0 |   0.0 |   1.4 |   0.0
  - on_activate[1] ....................................  |       160 |       160 |       160 |   0.8 |   0.8 |   0.8
  - get_staticdata[1] .................................  |        55 |       159 |       107 |   0.3 |   1.4 |   0.8
 vacuum:                                                 |         0 |      2017 |         8 |   0.0 |  36.3 |   0.2
  - ABM 'airpump' .....................................  |        32 |        78 |        57 |   0.2 |   6.0 |   2.1
  - on_dignode[1] .....................................  |         6 |      2017 |       127 |   0.0 |  36.3 |   3.2
 unified_inventory_plus:                                 |         0 |        23 |         0 |   0.0 |   0.4 |   0.0
  - on_player_receive_fields[3] .......................  |         1 |         9 |         2 |   0.0 |   0.1 |   0.1
  - on_player_receive_fields[2] .......................  |         1 |        13 |         2 |   0.0 |   0.3 |   0.1
  - on_player_receive_fields[1] .......................  |         1 |         7 |         2 |   0.0 |   0.1 |   0.0
 skybox:                                                 |         0 |      6473 |        65 |   0.0 |  66.2 |   1.0
  - globalstep[1] .....................................  |         1 |      6473 |        65 |   0.0 |  66.2 |   1.0
  - on_respawnplayer[1] ...............................  |         7 |         7 |         7 |   0.2 |   0.2 |   0.2
  - on_joinplayer[1] ..................................  |         7 |        90 |        26 |   0.0 |   0.1 |   0.0
 mobs_animal:                                            |         0 |       560 |         4 |   0.0 |  18.7 |   0.1
  - ABM 'mobs_animal:bunny spawning' ..................  |        10 |        10 |        10 |   0.0 |   0.0 |   0.0
  - on_activate[3] ....................................  |        47 |        47 |        47 |   0.2 |   0.2 |   0.2
  - ABM 'mobs_animal:rat spawning' ....................  |        27 |       354 |       138 |   0.2 |   1.8 |   0.8
  - on_step[6] ........................................  |        11 |       496 |        33 |   0.0 |  18.7 |   1.0
  - ABM[1] ............................................  |         2 |         5 |         3 |   0.0 |   0.1 |   0.0
  - ABM 'mobs_animal:cow spawning' ....................  |        23 |        23 |        23 |   0.0 |   0.0 |   0.0
  - get_staticdata[3] .................................  |       150 |       159 |       154 |   0.8 |   0.9 |   0.9
 hud_clock:                                              |         1 |       853 |         9 |   0.0 |  23.7 |   0.3
  - globalstep[1] .....................................  |         1 |       853 |         9 |   0.0 |  23.7 |   0.3
  - on_joinplayer[1] ..................................  |         3 |        22 |         7 |   0.0 |   0.0 |   0.0
 flowers:                                                |         0 |       295 |         0 |   0.0 |   3.7 |   0.0
  - ABM 'Flower spread' ...............................  |        14 |       295 |        89 |   0.1 |   3.7 |   0.7
 ontime_clocks:                                          |         0 |       338 |         0 |   0.0 |   2.8 |   0.0
  - on_activate[1] ....................................  |        56 |       140 |        98 |   0.8 |   1.1 |   0.9
  - ABM[1] ............................................  |        64 |       183 |       129 |   1.0 |   1.3 |   1.2
  - get_staticdata[1] .................................  |        15 |        31 |        21 |   0.1 |   0.4 |   0.2
 locator:                                                |         0 |      3561 |        54 |   0.0 |  61.0 |   1.2
  - globalstep[1] .....................................  |         1 |      3561 |        54 |   0.0 |  61.0 |   1.2
 vines:                                                  |         0 |     27595 |        14 |   0.0 |  53.4 |   0.1
  - ABM[1] ............................................  |        29 |     27595 |      4505 |   0.2 |  53.4 |  17.1
  - ABM[2] ............................................  |        17 |       260 |        68 |   0.1 |   9.7 |   1.7
  - ABM[3] ............................................  |         8 |       141 |        45 |   0.1 |   2.4 |   0.5
 mesecons_receiver:                                      |         0 |       290 |         1 |   0.0 |   9.4 |   0.0
  - on_placenode[1] ...................................  |         1 |        59 |         6 |   0.0 |   2.7 |   0.2
  - on_placenode[2] ...................................  |         3 |        20 |         4 |   0.0 |   0.8 |   0.1
  - on_dignode[1] .....................................  |         1 |       290 |        20 |   0.0 |   9.4 |   0.6
 telemosaic:                                             |         1 |       891 |        49 |   0.0 |  28.3 |   1.8
  - globalstep[1] .....................................  |         1 |       891 |        49 |   0.0 |  28.3 |   1.8
  - on_joinplayer[1] ..................................  |         7 |        61 |        27 |   0.0 |   0.2 |   0.1
 protector:                                              |         1 |      1095 |        10 |   0.0 |  28.1 |   0.3
  - globalstep[1] .....................................  |         1 |      1095 |         9 |   0.0 |  28.1 |   0.3
  - on_player_receive_fields[2] .......................  |         2 |        55 |         6 |   0.0 |   0.4 |   0.1
  - ABM[1] ............................................  |         4 |       123 |        39 |   0.0 |   5.0 |   0.7
  - on_player_receive_fields[1] .......................  |         1 |         7 |         2 |   0.0 |   0.1 |   0.0
  - on_punchplayer[1] .................................  |         3 |         3 |         3 |   0.1 |   0.1 |   0.1
 elevator:                                               |         1 |       878 |         7 |   0.0 |  18.3 |   0.2
  - globalstep[1] .....................................  |         1 |       878 |         6 |   0.0 |  16.1 |   0.2
  - on_player_receive_fields[1] .......................  |         1 |         8 |         2 |   0.0 |   0.2 |   0.1
  - ABM 'Elevator (On)' ...............................  |        20 |       533 |        64 |   0.1 |  18.3 |   2.3
 advtrains_itrainmap:                                    |         0 |       114 |         0 |   0.0 |   0.9 |   0.0
  - on_player_receive_fields[1] .......................  |         1 |       114 |         4 |   0.0 |   0.9 |   0.1
 xpanes:                                                 |         0 |     28418 |        34 |   0.0 |  81.0 |   0.5
  - on_placenode[1] ...................................  |        14 |     28418 |      1019 |   0.1 |  81.0 |  11.7
  - on_dignode[1] .....................................  |         7 |      2480 |       130 |   0.0 |  49.0 |   3.4
 xp_redo:                                                |         2 |      3448 |        52 |   0.0 |  41.8 |   1.4
  - on_craft[1] .......................................  |         6 |         7 |         6 |   0.0 |   0.4 |   0.3
  - on_craft[2] .......................................  |        15 |       112 |        61 |   0.5 |   2.9 |   1.7
  - on_dieplayer[2] ...................................  |        14 |        14 |        14 |   0.2 |   0.2 |   0.2
  - on_dignode[1] .....................................  |         4 |       532 |        29 |   0.0 |  12.3 |   0.8
  - on_step[22] .......................................  |         2 |       215 |         6 |   0.0 |  11.4 |   0.2
  - on_step[9] ........................................  |         2 |       575 |         7 |   0.0 |  24.9 |   0.3
  - on_dignode[2] .....................................  |        11 |       720 |        75 |   0.1 |  13.8 |   2.0
  - globalstep[2] .....................................  |         1 |      3245 |        21 |   0.0 |  41.6 |   0.3
  - globalstep[1] .....................................  |         1 |       259 |         2 |   0.0 |   7.2 |   0.1
  - on_dieplayer[1] ...................................  |         7 |         7 |         7 |   0.1 |   0.1 |   0.1
  - on_step[6] ........................................  |         1 |       443 |         6 |   0.0 |  30.0 |   0.2
  - on_joinplayer[1] ..................................  |        56 |        92 |        81 |   0.1 |   0.4 |   0.2
  - on_placenode[1] ...................................  |         3 |        59 |         9 |   0.0 |   0.9 |   0.2
  - on_step[1] ........................................  |         2 |        85 |         5 |   0.0 |   5.0 |   0.2
  - globalstep[3] .....................................  |         1 |       566 |         2 |   0.0 |  24.6 |   0.1
  - on_placenode[2] ...................................  |         9 |       165 |        25 |   0.0 |   3.4 |   0.7
 default:                                                |         1 |     16081 |        53 |   0.0 |  73.9 |   1.6
  - on_player_receive_fields[2] .......................  |         1 |         9 |         2 |   0.0 |   0.1 |   0.0
  - get_staticdata[1] .................................  |        67 |        67 |        67 |   4.2 |   4.2 |   4.2
  - on_step[1] ........................................  |         7 |       105 |        16 |   0.0 |   5.3 |   0.6
  - ABM 'Grass covered' ...............................  |         6 |       165 |        44 |   0.0 |   4.4 |   0.8
  - globalstep[1] .....................................  |         1 |     16081 |        41 |   0.0 |  73.9 |   1.3
  - ABM 'Lava cooling' ................................  |        71 |      2995 |       962 |   1.5 |  54.5 |  21.7
  - ABM 'Grow papyrus' ................................  |        27 |        32 |        28 |   0.1 |   0.8 |   0.4
  - on_joinplayer[1] ..................................  |        37 |       253 |        94 |   0.1 |   0.2 |   0.2
  - on_activate[1] ....................................  |        32 |        32 |        32 |   2.0 |   2.0 |   2.0
  - ABM 'Grass spread' ................................  |         3 |        46 |        13 |   0.0 |   0.6 |   0.2
  - on_craft[1] .......................................  |         3 |         5 |         3 |   0.0 |   0.2 |   0.1
  - on_player_receive_fields[1] .......................  |         1 |         5 |         1 |   0.0 |   0.1 |   0.0
 advtrains_train_subway:                                 |         0 |       305 |         0 |   0.0 |  16.8 |   0.0
  - on_activate[1] ....................................  |         4 |         4 |         4 |   0.0 |   0.0 |   0.0
  - on_step[1] ........................................  |        62 |       255 |       130 |   0.4 |  16.8 |   6.3
  - get_staticdata[1] .................................  |         5 |        50 |        27 |   0.0 |   1.3 |   0.7
 sfinv:                                                  |         0 |        50 |         0 |   0.0 |   0.9 |   0.0
  - on_player_receive_fields[1] .......................  |         1 |        50 |         3 |   0.0 |   0.9 |   0.1
  - on_joinplayer[1] ..................................  |         2 |         3 |         2 |   0.0 |   0.0 |   0.0
 ambience:                                               |         0 |     21746 |       209 |   0.0 |  70.9 |   2.1
  - globalstep[1] .....................................  |         1 |     21746 |       209 |   0.0 |  70.9 |   2.1
 biome_lib:                                              |         1 |       579 |         4 |   0.0 |  36.3 |   0.2
  - globalstep[1] .....................................  |         1 |       579 |         4 |   0.0 |  36.3 |   0.2
 itemframes:                                             |         0 |      1980 |         1 |   0.0 |   8.3 |   0.0
  - on_activate[1] ....................................  |        52 |      1147 |       316 |   0.3 |   7.7 |   2.7
  - LBM 'Maintain itemframe and pedestal entities' ....  |         9 |       636 |        74 |   0.0 |   1.1 |   0.4
  - get_staticdata[1] .................................  |         3 |       197 |        30 |   0.0 |   2.2 |   0.3
 stamina:                                                |         1 |       932 |        20 |   0.0 |  26.7 |   0.5
  - globalstep[1] .....................................  |         1 |       932 |        17 |   0.0 |  26.7 |   0.5
  - on_respawnplayer[1] ...............................  |        12 |        12 |        12 |   0.3 |   0.3 |   0.3
  - on_joinplayer[1] ..................................  |        31 |        65 |        46 |   0.1 |   0.1 |   0.1
  - on_placenode[1] ...................................  |         6 |       384 |        24 |   0.0 |   4.8 |   0.6
  - on_dignode[1] .....................................  |         7 |       374 |        46 |   0.0 |  12.4 |   1.4
  - on_craft[1] .......................................  |        13 |       100 |        46 |   0.2 |   6.4 |   2.1
  - on_punchplayer[1] .................................  |         3 |         3 |         3 |   0.1 |   0.1 |   0.1
 missions:                                               |         1 |     13237 |        29 |   0.0 |  55.3 |   0.8
  - on_player_receive_fields[3] .......................  |         1 |        66 |         7 |   0.0 |   1.3 |   0.2
  - globalstep[2] .....................................  |         1 |     13232 |        20 |   0.0 |  55.3 |   0.5
  - on_player_receive_fields[8] .......................  |         3 |        48 |         9 |   0.0 |   1.1 |   0.2
  - on_player_receive_fields[5] .......................  |         1 |        79 |         6 |   0.0 |   3.3 |   0.2
  - on_joinplayer[1] ..................................  |         5 |        18 |        12 |   0.0 |   0.0 |   0.0
  - on_placenode[1] ...................................  |        13 |       159 |        30 |   0.0 |   3.2 |   0.8
  - on_placenode[3] ...................................  |         4 |       112 |        18 |   0.0 |   6.6 |   0.6
  - on_dignode[4] .....................................  |         1 |      1323 |        31 |   0.0 |  20.7 |   0.7
  - on_player_receive_fields[7] .......................  |         1 |        65 |         3 |   0.0 |   0.8 |   0.1
  - on_player_receive_fields[2] .......................  |         1 |        43 |         5 |   0.0 |   1.6 |   0.1
  - on_respawnplayer[1] ...............................  |         3 |         3 |         3 |   0.1 |   0.1 |   0.1
  - on_joinplayer[3] ..................................  |        30 |        67 |        46 |   0.0 |   0.3 |   0.1
  - on_placenode[2] ...................................  |         1 |        75 |         4 |   0.0 |   1.9 |   0.1
  - on_dignode[2] .....................................  |         1 |       179 |        22 |   0.0 |   6.9 |   0.8
  - globalstep[1] .....................................  |         1 |       519 |         2 |   0.0 |  14.5 |   0.1
  - on_dignode[3] .....................................  |         1 |       294 |        16 |   0.0 |   8.0 |   0.4
  - on_joinplayer[2] ..................................  |        28 |        54 |        37 |   0.0 |   0.2 |   0.1
  - on_dignode[1] .....................................  |         1 |       300 |        21 |   0.0 |   7.5 |   0.6
  - on_player_receive_fields[9] .......................  |         1 |       121 |         4 |   0.0 |   5.7 |   0.2
  - on_player_receive_fields[6] .......................  |         1 |        16 |         3 |   0.0 |   0.6 |   0.1
  - on_player_receive_fields[1] .......................  |         1 |       197 |        14 |   0.0 |   8.3 |   0.5
  - on_player_receive_fields[4] .......................  |         1 |       652 |        22 |   0.0 |   4.2 |   0.3
 fancy_vend:                                             |         0 |      5204 |         3 |   0.0 |  63.2 |   0.0
  - on_activate[1] ....................................  |        17 |       967 |       284 |   0.2 |   9.8 |   2.7
  - ABM[1] ............................................  |        15 |       360 |        86 |   0.1 |  14.3 |   1.4
  - on_player_receive_fields[1] .......................  |         2 |      5204 |       143 |   0.0 |  63.2 |   1.8
  - get_staticdata[1] .................................  |         1 |       286 |        49 |   0.0 |   4.6 |   0.6
 mobs_monster:                                           |         0 |     14894 |       110 |   0.0 |  83.1 |   2.9
  - ABM 'mobs_monster:spider spawning' ................  |        11 |        88 |        38 |   0.1 |   0.9 |   0.3
  - on_activate[8] ....................................  |        57 |       267 |       129 |   0.1 |   0.6 |   0.4
  - on_step[8] ........................................  |        20 |     14894 |       133 |   0.0 |  74.9 |   3.4
  - ABM 'mobs_monster:stone_monster spawning' .........  |        32 |        87 |        49 |   0.1 |   3.0 |   1.0
  - on_activate[9] ....................................  |       182 |       182 |       182 |   0.3 |   0.3 |   0.3
  - on_activate[4] ....................................  |        61 |       231 |       156 |   0.3 |   9.6 |   5.0
  - ABM 'mobs_monster:dungeon_master spawning' ........  |        24 |        39 |        30 |   0.1 |   1.6 |   0.4
  - on_activate[1] ....................................  |        50 |        66 |        58 |   0.1 |   0.2 |   0.2
  - on_step[1] ........................................  |         3 |      1521 |        41 |   0.0 |  27.6 |   1.3
  - ABM 'mobs_monster:dirt_monster spawning' ..........  |       461 |      1385 |       923 |   2.3 |   2.7 |   2.5
  - on_step[19] .......................................  |        10 |       157 |        33 |   0.1 |   4.2 |   0.9
  - get_staticdata[8] .................................  |        20 |       533 |       200 |   0.1 |   1.4 |   0.6
  - ABM 'mobs_monster:mese_monster spawning' ..........  |        11 |      1048 |       211 |   0.1 |   4.6 |   1.3
  - ABM 'mobs_monster:oerkki spawning' ................  |        10 |      1095 |       198 |   0.1 |   5.2 |   1.4
  - get_staticdata[4] .................................  |        25 |       799 |       336 |   0.3 |  33.1 |   9.3
  - on_step[16] .......................................  |         8 |      7858 |        49 |   0.0 |  82.6 |   1.5
  - ABM 'mobs_monster:sand_monster spawning' ..........  |        33 |       574 |       307 |   0.5 |   9.1 |   4.0
  - on_activate[3] ....................................  |        79 |       227 |       153 |   0.3 |   0.4 |   0.4
  - get_staticdata[9] .................................  |       314 |       314 |       314 |   0.6 |   0.6 |   0.6
  - on_step[6] ........................................  |         5 |       305 |        31 |   0.0 |  13.8 |   1.0
  - get_staticdata[3] .................................  |        27 |       601 |       267 |   0.2 |   1.0 |   0.7
  - get_staticdata[1] .................................  |        12 |      1137 |       341 |   0.1 |   2.2 |   0.9
 banners:                                                |         0 |        59 |         0 |   0.0 |   1.7 |   0.0
